PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,,,,,
REA_CM01:RFC_D1135:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:RFC_D1135,140.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1135:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:RFC_D1135,141.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1135:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:RFC_D1135,142.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1135:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:RFC_D1135,143.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:SOL_D1139:I_CSET,I,B,setpoint,,0.25,REA_CM01:SOL_D1139,145.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:SOL_D1139:I_RD,I,B,readback,,0.25,REA_CM01:SOL_D1139,146.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1139:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_CM01:SOL_D1139,145.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1139:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CM01:SOL_D1139,146.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCH_D1139:I_CSET,I,TM,setpoint,,0,REA_CM01:DCH_D1139,148.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCH_D1139:I_RD,I,TM,readback,,0,REA_CM01:DCH_D1139,149.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1139:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCH_D1139,148.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1139:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCH_D1139,149.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCV_D1139:I_CSET,I,TM,setpoint,,0,REA_CM01:DCV_D1139,150.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCV_D1139:I_RD,I,TM,readback,,0,REA_CM01:DCV_D1139,151.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1139:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCV_D1139,150.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1139:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCV_D1139,151.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1143:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:RFC_D1143,153.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1143:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:RFC_D1143,154.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1143:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:RFC_D1143,155.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1143:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:RFC_D1143,156.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1143:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:RFC_D1143,157.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1143:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:RFC_D1143,158.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS23:DV_D1155:I_CSET,I,B,setpoint,,1.069712,REA_BTS23:DV_D1155,160.675512,BEND,LIVE,90deg Bend Magnet,BEND_DV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS23,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS23:DV_D1155:I_RD,I,B,readback,,1.069712,REA_BTS23:DV_D1155,161.675512,BEND,LIVE,90deg Bend Magnet,BEND_DV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS23,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS23:PSD_D1155:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,1.069712,REA_BTS23:DV_D1155,160.675512,BEND,LIVE,90deg Bend Magnet,BEND_DV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS23,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS23:PSD_D1155:ON_RSTS,PWRSTS,POWER_STATUS,readback,,1.069712,REA_BTS23:DV_D1155,161.675512,BEND,LIVE,90deg Bend Magnet,BEND_DV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS23,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1164:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1164,163.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1164:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1164,164.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1164:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1164,163.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1164:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1164,164.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1169:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1169,166.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1169:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1169,167.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1169:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1169,166.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1169:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1169,167.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1174:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1174,169.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1174:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1174,170.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1174:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1174,169.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1174:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1174,170.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1181:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1181,172.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1181:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1181,173.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1181:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1181,172.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1181:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1181,173.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1186:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1186,175.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1186:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1186,176.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1186:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1186,175.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1186:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1186,176.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS25:Q_D1192:I_RD,I,B2,readback,,0.25,REA_BTS25:Q_D1192,178.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:Q_D1192:I_CSET,I,B2,setpoint,,0.25,REA_BTS25:Q_D1192,179.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1192:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS25:Q_D1192,178.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSQ_D1192:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS25:Q_D1192,179.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS25:DV_D1200:I_CSET,I,B,setpoint,,1.069712,REA_BTS25:DV_D1200,181.675512,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:DV_D1200:I_RD,I,B,readback,,1.069712,REA_BTS25:DV_D1200,182.675512,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSD_D1200:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,1.069712,REA_BTS25:DV_D1200,181.675512,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS25:PSD_D1200:ON_RSTS,PWRSTS,POWER_STATUS,readback,,1.069712,REA_BTS25:DV_D1200,182.675512,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS25,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS26:Q_D1221:I_RD,I,B2,readback,,0.25,REA_BTS26:Q_D1221,184.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS26:Q_D1221:I_CSET,I,B2,setpoint,,0.25,REA_BTS26:Q_D1221,185.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1221:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS26:Q_D1221,184.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1221:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS26:Q_D1221,185.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS26:Q_D1228:I_RD,I,B2,readback,,0.25,REA_BTS26:Q_D1228,187.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS26:Q_D1228:I_CSET,I,B2,setpoint,,0.25,REA_BTS26:Q_D1228,188.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1228:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS26:Q_D1228,187.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1228:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS26:Q_D1228,188.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS26:Q_D1245:I_RD,I,B2,readback,,0.25,REA_BTS26:Q_D1245,190.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS26:Q_D1245:I_CSET,I,B2,setpoint,,0.25,REA_BTS26:Q_D1245,191.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1245:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS26:Q_D1245,190.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1245:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS26:Q_D1245,191.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS26:Q_D1252:I_RD,I,B2,readback,,0.25,REA_BTS26:Q_D1252,193.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS26:Q_D1252:I_CSET,I,B2,setpoint,,0.25,REA_BTS26:Q_D1252,194.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1252:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS26:Q_D1252,193.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1252:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS26:Q_D1252,194.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS26,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1272:I_RD,I,B2,readback,,0.25,REA_BTS30:Q_D1272,196.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:Q_D1272:I_CSET,I,B2,setpoint,,0.25,REA_BTS30:Q_D1272,197.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1272:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1272,196.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1272:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1272,197.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1275:I_RD,I,B2,readback,,0.25,REA_BTS30:Q_D1275,199.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:Q_D1275:I_CSET,I,B2,setpoint,,0.25,REA_BTS30:Q_D1275,200.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1275:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1275,199.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1275:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1275,200.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1281:I_RD,I,B2,readback,,0.25,REA_BTS30:Q_D1281,202.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:Q_D1281:I_CSET,I,B2,setpoint,,0.25,REA_BTS30:Q_D1281,203.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1281:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1281,202.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1281:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1281,203.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1285:I_RD,I,B2,readback,,0.25,REA_BTS30:Q_D1285,205.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:Q_D1285:I_CSET,I,B2,setpoint,,0.25,REA_BTS30:Q_D1285,206.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1285:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1285,205.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS30:PSQ_D1285:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1285,206.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DCH_D1305:I_CSET,I,TM,setpoint,,0,REA_BTS30:DCH_D1305,208.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DCH_D1305:I_RD,I,TM,readback,,0,REA_BTS30:DCH_D1305,209.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC2_D1305:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS30:DCH_D1305,208.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC2_D1305:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS30:DCH_D1305,209.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DCV_D1305:I_CSET,I,TM,setpoint,,0,REA_BTS30:DCV_D1305,210.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DCV_D1305:I_RD,I,TM,readback,,0,REA_BTS30:DCV_D1305,211.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC1_D1305:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS30:DCV_D1305,210.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
