PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,,,,,
REA_BTS19:DCVE_D0987:ON_RSTS,PWRSTS,POWER_STATUS,readback,44,0,REA_BTS19:DCV_D0987,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:QE_D0987:V_CSET,V,VOLT,setpoint,45,0.15,REA_BTS19:QE_D0987,96.397412,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0987:V_RD,V,VOLT,readback,45,0.15,REA_BTS19:QE_D0987,96.397412,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0987:ON_CMD,PWRSTS,POWER_STATUS,setpoint,45,0.15,REA_BTS19:QE_D0987,96.397412,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0987:ON_RSTS,PWRSTS,POWER_STATUS,readback,45,0.15,REA_BTS19:QE_D0987,96.397412,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:RFC1_D0990:E_CSET,AMP,AMPLITUDE,setpoint,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC1_D0990:E_RD_CAVS,AMP,AMPLITUDE,readback,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC1_D0990:PHA_CSET,PHA,PHASE,setpoint,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC1_D0990:PHA_RD_CAVS,PHA,PHASE,readback,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC1_D0990:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC1_D0990:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,46,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:RFC2_D0990:E_CSET,AMP,AMPLITUDE,setpoint,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC2_D0990:E_RD_CAVS,AMP,AMPLITUDE,readback,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC2_D0990:PHA_CSET,PHA,PHASE,setpoint,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC2_D0990:PHA_RD_CAVS,PHA,PHASE,readback,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC2_D0990:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC2_D0990:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,47,0.2,REA_BTS19:CAV_D0990,96.762812,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:SOL_D0996:I_CSET,I,B,setpoint,48,0.25,REA_BTS19:SOL_D0996,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:SOL_D0996:I_RD,I,B,readback,48,0.25,REA_BTS19:SOL_D0996,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:PSOL_D0996:ON_CMD,PWRSTS,POWER_STATUS,setpoint,48,0.25,REA_BTS19:SOL_D0996,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:PSOL_D0996:ON_RSTS,PWRSTS,POWER_STATUS,readback,48,0.25,REA_BTS19:SOL_D0996,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:DCH_D1045:I_CSET,V,TM,setpoint,49,0,REA_CK01:DCH_D1045,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:DCH_D1045:I_RD,V,TM,readback,49,0,REA_CK01:DCH_D1045,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC2_D1045:ON_CMD,PWRSTS,POWER_STATUS,setpoint,49,0,REA_CK01:DCH_D1045,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC2_D1045:ON_RSTS,PWRSTS,POWER_STATUS,readback,49,0,REA_CK01:DCH_D1045,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:DCV_D1045:I_CSET,V,TM,setpoint,50,0,REA_CK01:DCV_D1045,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:DCV_D1045:I_RD,V,TM,readback,50,0,REA_CK01:DCV_D1045,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC1_D1045:ON_CMD,PWRSTS,POWER_STATUS,setpoint,50,0,REA_CK01:DCV_D1045,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC1_D1045:ON_RSTS,PWRSTS,POWER_STATUS,readback,50,0,REA_CK01:DCV_D1045,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:SOL_D1045:I_CSET,I,B,setpoint,51,0.25,REA_CK01:SOL_D1045,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:SOL_D1045:I_RD,I,B,readback,51,0.25,REA_CK01:SOL_D1045,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSOL_D1045:ON_CMD,PWRSTS,POWER_STATUS,setpoint,51,0.25,REA_CK01:SOL_D1045,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSOL_D1045:ON_RSTS,PWRSTS,POWER_STATUS,readback,51,0.25,REA_CK01:SOL_D1045,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:RFC_D1049:E_CSET,AMP,AMPLITUDE,setpoint,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.CK01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:RFC_D1049:E_RD_CAVS,AMP,AMPLITUDE,readback,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.CK01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:RFC_D1049:PHA_CSET,PHA,PHASE,setpoint,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.CK01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:RFC_D1049:PHA_RD_CAVS,PHA,PHASE,readback,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sub.CK01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:RFC_D1049:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sys.REA,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:RFC_D1049:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,52,0.2,REA_CK01:RFC_D1049,97.475512,CAV,LIVE,MultiHarmonic Buncher,MultiHarmonic Buncher,DEFAULT,phantasy.sys.REA,phantasy.sys.REA,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:DCH_D1052:I_CSET,I,TM,setpoint,53,0,REA_CK01:DCH_D1052,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:DCH_D1052:I_RD,I,TM,readback,53,0,REA_CK01:DCH_D1052,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC2_D1052:ON_CMD,PWRSTS,POWER_STATUS,setpoint,53,0,REA_CK01:DCH_D1052,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC2_D1052:ON_RSTS,PWRSTS,POWER_STATUS,readback,53,0,REA_CK01:DCH_D1052,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:DCV_D1052:I_CSET,I,TM,setpoint,54,0,REA_CK01:DCV_D1052,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:DCV_D1052:I_RD,I,TM,readback,54,0,REA_CK01:DCV_D1052,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC1_D1052:ON_CMD,PWRSTS,POWER_STATUS,setpoint,54,0,REA_CK01:DCV_D1052,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSC1_D1052:ON_RSTS,PWRSTS,POWER_STATUS,readback,54,0,REA_CK01:DCV_D1052,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CK01:SOL_D1052:I_CSET,I,B,setpoint,55,0.25,REA_CK01:SOL_D1052,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:SOL_D1052:I_RD,I,B,readback,55,0.25,REA_CK01:SOL_D1052,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSOL_D1052:ON_CMD,PWRSTS,POWER_STATUS,readback,55,0.25,REA_CK01:SOL_D1052,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CK01:PSOL_D1052:ON_RSTS,PWRSTS,POWER_STATUS,readback,55,0.25,REA_CK01:SOL_D1052,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1065:E_CSET,AMP,AMPLITUDE ,setpoint,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1065:E_RD_CAVS,AMP,AMPLITUDE ,readback,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1065:PHA_CSET,PHA,PHASE,setpoint,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1065:PHA_RD_CAVS,PHA,PHASE,readback,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1065:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1065:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,56,0.2,REA_CL01:RFC_D1065,97.475512,CAV,LIVE,Cavity 1,Cavity 1,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCH_D1069:I_CSET,I,TM,setpoint,57,0,REA_CL01:DCH_D1069,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCH_D1069:I_RD,I,TM,readback,57,0,REA_CL01:DCH_D1069,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1069:ON_CMD,PWRSTS,POWER_STATUS,setpoint,57,0,REA_CL01:DCH_D1069,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1069:ON_RSTS,PWRSTS,POWER_STATUS,readback,57,0,REA_CL01:DCH_D1069,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCV_D1069:I_CSET,I,TM,setpoint,58,0,REA_CL01:DCV_D1069,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCV_D1069:I_RD,I,TM,readback,58,0,REA_CL01:DCV_D1069,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1069:ON_CMD,PWRSTS,POWER_STATUS,setpoint,58,0,REA_CL01:DCV_D1069,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1069:ON_RSTS,PWRSTS,POWER_STATUS,readback,58,0,REA_CL01:DCV_D1069,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:SOL_D1069:I_CSET,I,B,setpoint,,0.25,REA_CL01:SOL_D1069,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:SOL_D1069:I_RD,I,B,readback,,0.25,REA_CL01:SOL_D1069,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSOL_D1069:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1069,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSOL_D1069:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1069,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1072:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CL01:CAV_D1072,97.675512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1072:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CL01:CAV_D1072,97.475512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1072:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CL01:CAV_D1072,97.675512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1072:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CL01:CAV_D1072,97.475512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1072:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1072,97.475512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1072:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1072,97.475512,CAV,LIVE,Cavity 2,Cavity 2,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1075:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1075:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1075:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1075:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1075:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1075:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1075,97.475512,CAV,LIVE,Cavity 3,Cavity 3,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCH_D1078:I_CSET,I,TM,setpoint,,0,REA_CL01:DCH_D1078,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCH_D1078:I_RD,I,TM,readback,,0,REA_CL01:DCH_D1078,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1078:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CL01:DCH_D1078,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1078:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CL01:DCH_D1078,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCV_D1078:I_CSET,I,TM,setpoint,,0,REA_CL01:DCH_D1078,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCV_D1078:I_RD,I,TM,readback,,0,REA_CL01:DCH_D1078,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1078:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CL01:DCH_D1078,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1078:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CL01:DCH_D1078,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:SOL_D1078:I_CSET,I,B,setpoint,,0.25,REA_CL01:SOL_D1078,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:SOL_D1078:I_RD,I,B,readback,,0.25,REA_CL01:SOL_D1078,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSOL_D1078:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1078,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
